0,00500180947361598
0,00835445953456427
-0,00305904061210297
0,00780924180420546
0,00662988029263442
0,00809659252785919
-0,00805697129017532
-0,00962443322857117
0,00207579178366614
0,00854710975594218
0,00534719959616065
-0,00997609609736879
-0,00675339631552109
0,00435066856264969
-0,00610602265023975
0,00866689989902861
-0,00227711227362841
-0,00350013947742998
0,00453046790069457
0,00565968820623108
0,0046307895121308
-0,00982150719492766
0,00589304269100215
0,00854514537311399
-0,00199896614626002
0,00507409268760779
-0,00776724118635396
-0,00104091956794305
-0,00920760380998608
0,00448917214502076
-0,00775813402503642
0,00382555936175657
0,00679038974988895
0,0041886890274753
0,00718990767599023
0,00927619458409872
-0,0054237298053817
-0,00160279540826828
0,00341687542888811
-0,000266923917241092
-0,00805286086570367
0,0071004168282254
-0,0229035919959742
-0,0549695129453766
-0,0138935315200472
0,000629951620836518
0,0093715402638562
0,00670723286925861
-0,00921296844207412
-0,0057411685894334
-0,00378897137970644
-0,00217011690707703
0,000154372281466784
0,0039231435833141
-0,000830100900880109
0,00482331666854365
-0,00753858315643789
-0,00160418598521696
-0,000191194249921697
-0,00844345992215097
0,00587382256695991
0,00298662096215107
0,00948270290947165
0,00771300969170447
0,0268020488981815
0,0334314155187066
0,00188776791215925
0,00377883093177976
-0,00270263279671209
-0,0250204195218879
-0,067238781768229
-0,124021931930357
-0,0788959970302492
-0,0148551291289215
0,0403770129048548
0,037540612127105
0,00625934716034511
0,00124006778475155
0,000960317167396065
0,00530024884327141
0,006290480715024
-0,00428643305950381
-0,00243004808781205
0,00589105777251118
-0,0029990925514135
0,0038533693616527
-0,00746407253348409
-0,00740250983682452
-0,00561649173985434
-0,00788466028448945
0,0069202948611417
0,00840506472596058
0,0513544825515072
0,102079559026365
0,11376349386886
0,178252511128847
0,142367613535572
0,0905620337598927
0,0929119889458814
-0,0788151650256229
-0,101623007477813
-0,0540896090303987
0,0369760425865027
0,0382510912012992
0,00701700291899079
-0,00464015884983232
0,0264492572561008
0,0191420195191331
0,0108730694713262
0,0128684724328226
0,00558002952015862
0,00653460373940626
-0,0093165213052726
0,00624667867962811
-0,008302371582388
-0,00067744788718395
-0,00869378470397205
0,00198623449570882
-0,0043274158421701
0,00369048113093662
0,0484660610618713
0,10318350766614
0,0994703790804186
0,268496188953196
0,21204755622798
0,110435237716796
0,106208051412104
0,10068175892214
0,0984701778758272
0,0591578611519571
0,0787221173431056
-0,00226443834517606
-0,0386051918270441
-0,012561543471167
-0,0457883559683147
-0,0419264252577056
0,0782714932393706
0,0428937279271804
0,00635982029833133
0,0115450827209695
0,00872175446651958
0,00694298954538209
0,00905751411670967
-0,00729358231382695
-0,0166462089181237
-0,0115496859886638
0,0177287887705897
0,0610405045656977
0,152019604743855
0,191266597982436
0,176985292233516
0,226174970501029
0,112499546113338
0,108333776187371
0,0828202816872922
-0,0410459854149681
0,14130878735879
0,157491248112668
-0,00372827497636571
0,0847910504191065
0,0930658351801485
-0,113890199660475
-0,170107942427013
-0,192828998800733
-0,0993813091741741
0,0696264734663053
0,00635209125622965
-0,00583495685047868
0,00388940291194683
0,00969994073018996
-0,000683079515882964
-0,0147594863419346
-0,0169115457461773
0,0597383044688526
0,0988258312352951
0,170993792871116
0,229443489209933
0,220372161920138
0,121877638526074
0,0970920082318679
0,174748247471812
0,132551502250613
-0,00913555374461303
0,233807054781883
0,172062260589411
0,108410495556176
-0,00479762640978853
0,0996808841022775
0,0608177925106949
-0,0395957665332283
-0,0606603780975708
-0,14046900129891
-0,0320215009088931
0,0744859219529208
0,030668059919502
-0,00565730135815195
0,00840105894582674
0,00594966550640056
0,0158767753584632
0,0196025874921775
0,0404352760545586
0,101631105599947
0,158943684914834
0,208729096210819
0,255492808271332
0,171821422133636
0,170524524363943
0,163778838272753
0,0426432972865772
0,175637247670352
-0,0663355961513644
0,18369500097655
0,1658408988416
0,076665745824877
0,118203832634636
-0,0816453293140656
-0,0342537202962048
0,0526825318911031
0,00229677975579543
-0,0119004310799814
0,156119185439806
0,0809642140735012
